# rank |         avg         
#------+---------------------
    1 | 60.0000000000000000
    2 | 61.4000000000000000
    3 | 63.8000000000000000
    4 | 74.4000000000000000
    5 | 81.6000000000000000
    6 | 88.6000000000000000
    7 | 88.6000000000000000
    8 | 89.6000000000000000
    9 | 89.6000000000000000
   10 | 90.6000000000000000
   11 | 93.2000000000000000
   12 | 93.2000000000000000
   13 | 93.2000000000000000
   14 | 93.2000000000000000
   15 | 96.0000000000000000
   16 | 96.0000000000000000
   17 | 96.0000000000000000
   18 | 96.0000000000000000
   19 | 96.0000000000000000
   20 | 96.0000000000000000
   21 | 96.0000000000000000
   22 | 98.2000000000000000
   23 | 98.2000000000000000
   24 | 98.2000000000000000
   25 | 98.2000000000000000
   26 | 98.2000000000000000
   27 | 98.2000000000000000
   28 | 98.2000000000000000
   29 | 98.2000000000000000
   30 | 98.2000000000000000
   31 | 98.2000000000000000
   32 | 98.2000000000000000
   33 | 98.2000000000000000
   34 | 98.2000000000000000
   35 | 98.2000000000000000
   36 | 98.2000000000000000
   37 | 98.2000000000000000
   38 | 98.2000000000000000
   39 | 98.2000000000000000
   40 | 98.2000000000000000
   41 | 98.2000000000000000
   42 | 98.2000000000000000
   43 | 98.2000000000000000
   44 | 98.2000000000000000
   45 | 98.2000000000000000
   46 | 98.2000000000000000
   47 | 98.2000000000000000
   48 | 98.2000000000000000
   49 | 98.2000000000000000
   50 | 98.2000000000000000
   51 | 98.2000000000000000
   52 | 98.2000000000000000
   53 | 98.2000000000000000
   54 | 98.2000000000000000
   55 | 99.8000000000000000
   56 | 99.8000000000000000
   57 | 99.8000000000000000
   58 | 99.8000000000000000
   59 | 99.8000000000000000
   60 | 99.8000000000000000
   61 | 99.8000000000000000
   62 | 99.8000000000000000
   63 | 99.8000000000000000
   64 | 99.8000000000000000
   65 | 99.8000000000000000
   66 | 99.8000000000000000
   67 | 99.8000000000000000
   68 | 99.8000000000000000
   69 | 99.8000000000000000
   70 | 99.8000000000000000
   71 | 99.8000000000000000
   72 | 99.8000000000000000
   73 | 99.8000000000000000
   74 | 99.8000000000000000
   75 | 99.8000000000000000
   76 | 99.8000000000000000
   77 | 99.8000000000000000
   78 | 99.8000000000000000
   79 | 99.8000000000000000
   80 | 99.8000000000000000
   81 | 99.8000000000000000
   82 | 99.8000000000000000
   83 | 99.8000000000000000
   84 | 99.8000000000000000
   85 | 99.8000000000000000
   86 | 99.8000000000000000
   87 | 99.8000000000000000
   88 | 99.8000000000000000
   89 | 99.8000000000000000
   90 | 99.8000000000000000
   91 | 99.8000000000000000
   92 | 99.8000000000000000
   93 | 99.8000000000000000
   94 | 99.8000000000000000
   95 | 99.8000000000000000
   96 | 99.8000000000000000
   97 | 99.8000000000000000
   98 | 99.8000000000000000
   99 | 99.8000000000000000
  100 | 99.8000000000000000
  101 | 99.8000000000000000
  102 | 99.8000000000000000
  103 | 99.8000000000000000
  104 | 99.8000000000000000
  105 | 99.8000000000000000
  106 | 99.8000000000000000
  107 | 99.8000000000000000
  108 | 99.8000000000000000
  109 | 99.8000000000000000
  110 | 99.8000000000000000
  111 | 99.8000000000000000
  112 | 99.8000000000000000
  113 | 99.8000000000000000
